label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
A,0.0,0.0,0.0,-0.06559735536575317,-0.05900698900222778,-0.010993971034906735,-0.10807371139526367,-0.16273868083953857,-0.011343419097386231,-0.1333422064781189,-0.2435256540775299,-0.017989354684971204,-0.16810846328735352,-0.29233992099761963,-0.019594109162710538,-0.0861504077911377,-0.23036658763885498,0.03235161070523418,-0.101779043674469,-0.3126823604106903,0.002500493533887038,-0.10153305530548096,-0.2590430676937103,-0.015689921110890737,-0.09413790702819824,-0.21978425979614258,-0.02157302434744679,-0.0527840256690979,-0.2406010925769806,0.02421441067752994,-0.06707501411437988,-0.3301088213920593,-0.007011904858075013,-0.07027679681777954,-0.2585969567298889,-0.01680998179318749,-0.06125587224960327,-0.22218334674835205,-0.013073264166735044,-0.016259610652923584,-0.2408786416053772,0.008147170290328631,-0.027808666229248047,-0.33452320098876953,-0.018743979290150037,-0.03580665588378906,-0.2709171175956726,-0.01077563735844933,-0.027888953685760498,-0.2311069369316101,0.004295049689687858,0.022058606147766113,-0.23212599754333496,-0.010669998370133271,0.014430761337280273,-0.3074098825454712,-0.019880034506343236,0.0005537271499633789,-0.2683350145816803,-0.009152361668668618,0.0023113489151000977,-0.2330183982849121,0.0034432206190899706
A,0.0,0.0,0.0,-0.06616091728210449,-0.06072509288787842,-0.01148683025610353,-0.10970455408096313,-0.16614502668380737,-0.011757919631122604,-0.13602149486541748,-0.24563097953796387,-0.018249249152063385,-0.17265832424163818,-0.2906028628349304,-0.019516887209533706,-0.09209084510803223,-0.2351524829864502,0.03340514742660616,-0.10841566324234009,-0.3128747045993805,0.0010852097103679625,-0.10651373863220215,-0.25481149554252625,-0.01750240667831804,-0.09772562980651855,-0.2163352370262146,-0.02281006432247068,-0.0580216646194458,-0.2467169463634491,0.025214547225118622,-0.07382452487945557,-0.331786185503006,-0.008831056832491413,-0.07529866695404053,-0.2526586055755615,-0.017415054208754555,-0.06543409824371338,-0.21667170524597168,-0.011317344448684707,-0.020310044288635254,-0.24796456098556519,0.008649849266589626,-0.03438478708267212,-0.3334803581237793,-0.02120331308913137,-0.03953748941421509,-0.2608798146247864,-0.010902824877916828,-0.030166208744049072,-0.2216131091117859,0.007112714395702824,0.018965721130371094,-0.24000591039657593,-0.010669038697301403,0.008024096488952637,-0.31004470586776733,-0.02115840657722856,-0.0035057663917541504,-0.26330283284187317,-0.00861839584183599,0.0003497004508972168,-0.22880780696868896,0.006179009032280192
A,0.0,0.0,0.0,-0.06812644004821777,-0.06042671203613281,-0.009829271013700236,-0.11067777872085571,-0.16164547204971313,-0.010459524008297194,-0.1357850432395935,-0.24058473110198975,-0.017388338583373297,-0.1726585030555725,-0.2836166322231293,-0.019320026400350798,-0.08998769521713257,-0.22487875819206238,0.028692030918932687,-0.10740381479263306,-0.30666986107826233,-0.003977976634018887,-0.10678327083587646,-0.24896663427352905,-0.02223709261681961,-0.09855973720550537,-0.2076357901096344,-0.02728794737424778,-0.05591541528701782,-0.23587250709533691,0.02068362721536232,-0.07364434003829956,-0.32158714532852173,-0.01278651076074766,-0.0750654935836792,-0.24796843528747559,-0.02147534153129982,-0.06493598222732544,-0.21280422806739807,-0.01667666843798088,-0.0180017352104187,-0.23764771223068237,0.004982731410450469,-0.0338362455368042,-0.32997071743011475,-0.02434781602289604,-0.040076375007629395,-0.2625030279159546,-0.015300145733021964,-0.030748188495635986,-0.2206999957561493,0.0012424046761907448,0.020683228969573975,-0.23092809319496155,-0.013095758284293879,0.008877813816070557,-0.30352628231048584,-0.02434098756577896,-0.004175424575805664,-0.26700595021247864,-0.01420435531701969,-0.0013327598571777344,-0.23590990900993347,-0.0013055984273933063
A,0.0,0.0,0.0,-0.06939041614532471,-0.060135483741760254,-0.009488908096784598,-0.11322265863418579,-0.160305917263031,-0.00938992806487704,-0.14041930437088013,-0.23920080065727234,-0.015817819617325313,-0.17793720960617065,-0.28527697920799255,-0.01777143821828986,-0.09450650215148926,-0.22577673196792603,0.0349200419265685,-0.11309659481048584,-0.30471113324165344,0.0055781155940053395,-0.11568683385848999,-0.25108686089515686,-0.013481195538872726,-0.10948574542999268,-0.20965996384620667,-0.020021634630495555,-0.06141805648803711,-0.23914781212806702,0.026990182243650906,-0.08053594827651978,-0.32594966888427734,-0.004695089522385842,-0.08471453189849854,-0.25451359152793884,-0.016660176671678073,-0.07509815692901611,-0.21354436874389648,-0.014041672914856917,-0.024191677570343018,-0.24391821026802063,0.01156433626300668,-0.04206949472427368,-0.3349691331386566,-0.015781185112530238,-0.05021798610687256,-0.2703501582145691,-0.010733783699208743,-0.0404587984085083,-0.22453904151916504,0.003052024182295554,0.015323936939239502,-0.2408255934715271,-0.00622900993340636,-0.000361025333404541,-0.3132665753364563,-0.016681144468122966,-0.014851093292236328,-0.27478262782096863,-0.008189960837000854,-0.011314630508422852,-0.2375122308731079,0.0034974676206616095
A,0.0,0.0,0.0,-0.06915348768234253,-0.06114882230758667,-0.008062248245039427,-0.1124725341796875,-0.16006916761398315,-0.007815880827763522,-0.1390606164932251,-0.23680534958839417,-0.01439993096158787,-0.17586112022399902,-0.2819698750972748,-0.016357784286299193,-0.09289151430130005,-0.22859495878219604,0.033851605713209665,-0.11286526918411255,-0.3079421818256378,0.003314467718666947,-0.11513102054595947,-0.24787679314613342,-0.014535694509902441,-0.10669100284576416,-0.2069770097732544,-0.019815995484748328,-0.05972480773925781,-0.24063748121261597,0.024800262287101305,-0.07995063066482544,-0.32686781883239746,-0.008413451850572073,-0.08348655700683594,-0.2495633363723755,-0.01823042997733637,-0.0714576244354248,-0.2117387056350708,-0.013411166273215258,-0.02278923988342285,-0.24330294132232666,0.00828879872693733,-0.04057997465133667,-0.3342251777648926,-0.020596775353112662,-0.04980379343032837,-0.2649039626121521,-0.012805990070262396,-0.039699435234069824,-0.22164130210876465,0.0033600319771380782,0.016083180904388428,-0.23787447810173035,-0.01041038905844971,-5.9485435485839844e-05,-0.3106706738471985,-0.020800211593666518,-0.0156593918800354,-0.267653226852417,-0.010087451093056643,-0.011922657489776611,-0.2302922010421753,0.003452647117740071
A,0.0,0.0,0.0,-0.07062429189682007,-0.05904984474182129,-0.006978657705360547,-0.11413013935089111,-0.15924975275993347,-0.005816954331123725,-0.13981366157531738,-0.2397976815700531,-0.011674699516618148,-0.17780303955078125,-0.2844916582107544,-0.013113192425691977,-0.09675770998001099,-0.226731538772583,0.03447014172223817,-0.1137128472328186,-0.31475985050201416,0.0035183998722345677,-0.1139979362487793,-0.2601068317890167,-0.01602909448894252,-0.10647279024124146,-0.21362918615341187,-0.02203376512380828,-0.06280994415283203,-0.2389886975288391,0.02482708994892846,-0.07960397005081177,-0.3296675682067871,-0.006756821324700013,-0.08040320873260498,-0.2572712004184723,-0.01813671472820033,-0.0700414776802063,-0.21473705768585205,-0.015057282665395633,-0.02527862787246704,-0.24227464199066162,0.00780357918364416,-0.04024475812911987,-0.3333006799221039,-0.018428851993405715,-0.046251893043518066,-0.26827186346054077,-0.011981785440468684,-0.037211596965789795,-0.22421467304229736,0.002183653271174535,0.014556646347045898,-0.23695039749145508,-0.011602306881570712,0.0033028721809387207,-0.313030481338501,-0.020540471331798926,-0.010750949382781982,-0.2722889184951782,-0.010365485356771842,-0.009505748748779297,-0.23423555493354797,0.002075993545702204
A,0.0,0.0,0.0,-0.07230573892593384,-0.06475794315338135,-0.006325693192593462,-0.11430108547210693,-0.16061055660247803,-0.005443521166853316,-0.14049077033996582,-0.23767811059951782,-0.011897392428181774,-0.1761375069618225,-0.2852660119533539,-0.014064705787859566,-0.09332841634750366,-0.22473540902137756,0.03635123479489266,-0.1107407808303833,-0.3063370883464813,0.007758491349704855,-0.11110115051269531,-0.25143206119537354,-0.010806077948473103,-0.10291171073913574,-0.20897290110588074,-0.017075453742108948,-0.059851646423339844,-0.23672747611999512,0.026516131268181198,-0.07629609107971191,-0.32640308141708374,-0.004373809645585425,-0.07768863439559937,-0.2541956603527069,-0.015412965646646626,-0.06731981039047241,-0.21184515953063965,-0.01232406855251611,-0.022655844688415527,-0.23875731229782104,0.009565426179506176,-0.0386393666267395,-0.3316999673843384,-0.016426219462118752,-0.04481208324432373,-0.26792991161346436,-0.009640155217311985,-0.03635978698730469,-0.2218523919582367,0.004900952012576454,0.017284750938415527,-0.23056244850158691,-0.009653030751906044,0.006197750568389893,-0.3108450472354889,-0.01899931286152423,-0.008935391902923584,-0.2730135917663574,-0.008721595487259037,-0.009830713272094727,-0.23228007555007935,0.00403171372909128
A,0.0,0.0,0.0,-0.06832921504974365,-0.059395432472229004,-0.011570881502677821,-0.11297386884689331,-0.15953731536865234,-0.01304284800772848,-0.1403382420539856,-0.23850852251052856,-0.02060891912316265,-0.17684638500213623,-0.2842252254486084,-0.02289914564227047,-0.09384173154830933,-0.22802934050559998,0.027729825666199304,-0.1098252534866333,-0.3115985095500946,-0.0041907577868300905,-0.10764431953430176,-0.25255370140075684,-0.02327273637985172,-0.09939908981323242,-0.20939448475837708,-0.02946342752312603,-0.05817139148712158,-0.2381727695465088,0.019901847085009194,-0.07274430990219116,-0.3265107572078705,-0.01274341289882841,-0.0734260082244873,-0.2523535192012787,-0.02267508433197918,-0.06506633758544922,-0.2134062647819519,-0.01914608702992382,-0.019642293453216553,-0.2379726767539978,0.004457621919016219,-0.03204888105392456,-0.33104652166366577,-0.022926573092092895,-0.03908354043960571,-0.2648508846759796,-0.014676207127024554,-0.03311890363693237,-0.2202010154724121,0.0005408167164091537,0.020329177379608154,-0.22892382740974426,-0.013773117596258544,0.013623714447021484,-0.3059227466583252,-0.02396769673561039,-0.0022133588790893555,-0.2697729170322418,-0.014206020543326758,-0.005400896072387695,-0.23371973633766174,-0.0020733956806111564
A,0.0,0.0,0.0,-0.06512629985809326,-0.05567467212677002,-0.014346556455620885,-0.10869604349136353,-0.15678167343139648,-0.01714939037037766,-0.13608598709106445,-0.23729729652404785,-0.025115716920026898,-0.172052800655365,-0.2856844663619995,-0.027393262550958752,-0.09005868434906006,-0.22974109649658203,0.022237621530166507,-0.10682708024978638,-0.31389814615249634,-0.01070050587577498,-0.10606080293655396,-0.2520654499530792,-0.0291527544118253,-0.0982319712638855,-0.20920243859291077,-0.034613521487244725,-0.05439108610153198,-0.2391374707221985,0.015933778419366718,-0.0708271861076355,-0.324540913105011,-0.016749493495353818,-0.07076221704483032,-0.2499927580356598,-0.025215867624410748,-0.06123596429824829,-0.21418479084968567,-0.02096032881809151,-0.015424728393554688,-0.23790088295936584,0.001955464066213608,-0.029413998126983643,-0.3293917179107666,-0.02641675593031323,-0.03580385446548462,-0.2639920711517334,-0.017442147896417737,-0.028909504413604736,-0.22159281373023987,-0.0018678202263799903,0.025123655796051025,-0.2286146879196167,-0.014842227750250458,0.01760733127593994,-0.306402325630188,-0.02651525633109486,0.0013907551765441895,-0.2696959674358368,-0.016875084207185864,-0.0019304752349853516,-0.23310178518295288,-0.0046149456843522785
A,0.0,0.0,0.0,-0.06611084938049316,-0.06232559680938721,-0.013248427151722808,-0.10601705312728882,-0.1658707857131958,-0.015512306555194755,-0.13120627403259277,-0.24535536766052246,-0.023413207693977256,-0.16594892740249634,-0.2930305302143097,-0.025864037065787215,-0.08322262763977051,-0.2314966917037964,0.026453990177230935,-0.09802311658859253,-0.31362634897232056,-0.0051721477275918915,-0.09791874885559082,-0.255645751953125,-0.023460319577736755,-0.09135878086090088,-0.214840829372406,-0.02922853858677854,-0.047222673892974854,-0.23981285095214844,0.01947225971611033,-0.06130075454711914,-0.3248162567615509,-0.01325410170016994,-0.0624697208404541,-0.25267213582992554,-0.022783436193151374,-0.053458333015441895,-0.21964481472969055,-0.019110260843319793,-0.008273661136627197,-0.23750734329223633,0.004787320424782138,-0.018662989139556885,-0.3281969428062439,-0.023049645437879462,-0.026241660118103027,-0.26593485474586487,-0.014351522862000365,-0.019831061363220215,-0.22664350271224976,0.0009238187130335973,0.032066941261291504,-0.22700172662734985,-0.01276804817376842,0.02713853120803833,-0.303372323513031,-0.02280602262823095,0.010283708572387695,-0.26754626631736755,-0.012312418161911864,0.0073961615562438965,-0.2327178716659546,0.00012986442828832878
A,0.0,0.0,0.0,-0.06287646293640137,-0.05651211738586426,-0.012884581388618699,-0.10319912433624268,-0.1608855128288269,-0.014200451710905782,-0.12745881080627441,-0.2421000599861145,-0.02080622587510561,-0.16020214557647705,-0.2894092798233032,-0.022278453150477162,-0.0780380368232727,-0.22965383529663086,0.023448300620827922,-0.09193301200866699,-0.3093867599964142,-0.007134588828023425,-0.09217917919158936,-0.2508694529533386,-0.023169730717029324,-0.0845683217048645,-0.21341463923454285,-0.027686745786752454,-0.04229623079299927,-0.23769670724868774,0.016158538943443546,-0.05305624008178711,-0.32401561737060547,-0.015380447657491914,-0.0561947226524353,-0.24856966733932495,-0.021988985055770627,-0.04867202043533325,-0.21736326813697815,-0.016274408364381543,-0.004370450973510742,-0.23448500037193298,0.0014002898971625655,-0.01191169023513794,-0.32506561279296875,-0.027005867028321973,-0.020361244678497314,-0.25763213634490967,-0.01636451196083044,-0.015590250492095947,-0.2194211184978485,0.00036839376861053097,0.03407400846481323,-0.22218525409698486,-0.016017035508241406,0.03072601556777954,-0.29688718914985657,-0.027407334113206616,0.014285027980804443,-0.2569756805896759,-0.016182969251360646,0.01114720106124878,-0.2224280834197998,-0.0030149616503081234
A,0.0,0.0,0.0,-0.0635995864868164,-0.06355512142181396,-0.009148102687959181,-0.09966444969177246,-0.17068415880203247,-0.0084790927044196,-0.11931842565536499,-0.2541072368621826,-0.013888011189465033,-0.15106648206710815,-0.3031729459762573,-0.014358404526774393,-0.07306051254272461,-0.23418378829956055,0.029291905959780706,-0.08664816617965698,-0.31802982091903687,0.00016681317583788768,-0.09508740901947021,-0.25835365056991577,-0.014804122472469317,-0.08857697248458862,-0.21864020824432373,-0.018733750531737314,-0.03903698921203613,-0.23936966061592102,0.02050772359007169,-0.05325525999069214,-0.32755041122436523,-0.011067429991726385,-0.06321579217910767,-0.25015321373939514,-0.016678628946010576,-0.05086863040924072,-0.21605288982391357,-0.00947857970959376,-0.0030298233032226562,-0.233917236328125,0.004187102460946335,-0.01581263542175293,-0.32644733786582947,-0.023779801527325617,-0.029697775840759277,-0.25747811794281006,-0.011752003306810366,-0.02052152156829834,-0.21785372495651245,0.006339747490073933,0.03481030464172363,-0.21961891651153564,-0.014659714388017164,0.023303449153900146,-0.29274067282676697,-0.02529291200107764,0.0034773945808410645,-0.24953219294548035,-0.012881066153113352,0.005175530910491943,-0.21337562799453735,0.0012778280383827223
